type	creator	version	update	ID	sex	birthYear	birthPlace	birthRegion	language	firstLang	homeLang	workLang	resPlace	resRegion	eduPlace	eduRegion	eduSize	education	eduLevel	occupation	occLevel	notes
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N08016	sex2	1970	NL-23-	regN1a	SD	SD	SD	SD	NL-23-	regN1a	NL-234	regN1a	size4	universiteit	edu1	policy worker	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N08017	sex1	1925	NL-611	regN4b	SD	SD	SD	SD	NL-234	regN1a	NL-62-	regN4b	size1	universiteit	edu1	director	occ1	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N08018	sex2	1978	NL-795	regN3b	SD	SD	SD	SD	NL-35-	regN1c	NL-795	regN3b	size5	havo	edu2	operator	occ4	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N08019	sex2	1979	NL-795	regN3b	SD	SD	SD	SD	NL-38-	regN2b	NL-795	regN3b	size5	vwo	edu1	administration worker	occ3	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N08020	sex1	1973	NL-806	regN3b	SD	SD	SD	SD	NL-73-	regN2d	NL-806	regN3b	size5	hbo	edu1	physiotherapist	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N08021	sex1	1961	NL-10-	regN1b	SD	SD	SD	SD	NL-395	regN2b	NL-370	regN2b	size2	mbo	edu2	operator	occ4	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N08022	sex2	1968	NL-743	regN3b	SD	SD	SD	SD	NL-395	regN2b	NL-345	regN1c	size4	havo	edu2	secretary	occ3	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N08023	sex2	1958	NL-695	regN2d	SD	SD	SD	SD	NL-65-	regN2c	NL-695	regN2d	size4	hbo	edu1	social worker	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N08024	sex1	1969	NL-395	regN2b	SD	SD	SD	SD	NL-395	regN2b	NL-395	regN2b	size5	mbo	edu2	patrolman	occ3	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N08025	sex2	1979	NL-68-	regN2c	SD	SD	SD	SD	NL-35-	regN1c	NL-82-	regN2f	size2	universiteit	edu1	doctoral student	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N08026	sex2	1982	NL-830	regN2f	SD	SD	SD	SD	NL-82-	regN2f	NL-82-	regN2f	size2	havo	edu2	cashier	occ4	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N08027	sex1	1978	NL-843	regN3e	SD	SD	SD	SD	NL-97-	regN3d	NL-843	regN3e	size4	vwo	edu1	student	occ6	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N08028	sex1	1957	NL-25-	regN1a	SD	SD	SD	SD	B-100	regV1	NL-25-	regN1a	size1	universiteit	edu1	researcher	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N08029	sex2	1974	NL-433	regN2a	SD	SD	SD	SD	NL-35-	regN1c	NL-433	regN2a	size3	universiteit	edu1	researcher	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N08030	sex2	1977	NL-714	regN3a	SD	SD	SD	SD	NL-65-	regN2c	NL-714	regN3a	size5	universiteit	edu1	doctoral student	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N08031	sex2	1951	NL-715	regN3a	SD	SD	SD	SD	NL-714	regN3a	NL-715	regN3a	size6	mavo	edu2	attendent	occ4	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N08032	sex1	1950	NL-714	regN3a	SD	SD	SD	SD	NL-714	regN3a	NL-715	regN3a	size4	hbo	edu1	site engineer	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N08033	sex2	1971	NL-470	regN4a	SD	SD	SD	SD	NL-23-	regN1a	NL-470	regN4a	size2	universiteit	edu1	project manager	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N08034	sex2	1979	NL-666	regN2c	SD	SD	SD	SD	NL-35-	regN1c	NL-668	regN2c	size6	vwo	edu1	student	occ6	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N08035	sex2	1977	NL-840	regN3e	SD	SD	SD	SD	NL-343	regN1c	NL-840	regN3e	size5	hbo	edu1	student	occ6	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N08036	sex1	1976	CO	regZ	SD	SD	SD	SD	NL-35-	regN1c	NL-660	regN2c	size3	havo	edu2	nurse	occ3	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N08037	sex1	1951	NL-20-	regN1b	SD	SD	SD	SD	NL-80-	regN3b	NL-10-	regN1b	size1	hbo	edu1	journalist	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N08038	sex1	1962	NL-770	regN3b	SD	SD	SD	SD	NL-97-	regN3d	NL-931	regN3c	size6	universiteit	edu1	policy worker	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N08039	sex2	1932	NL-966	regN3d	SD	SD	SD	SD	NL-935	regN3d	NL-966	regN3d	size5	vwo	edu1	nurse	occ3	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N08040	sex1	1932	NL-30-	regN1a	SD	SD	SD	SD	NL-935	regN3d	NL-30-	regN1a	size1	vwo	edu1	botanical analyst	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N08041	sex1	1957	NL-25-	regN1a	SD	SD	SD	SD	NL-65-	regN2c	NL-65-	regN2c	size1	universiteit	edu1	advisor	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N08042	sex1	1974	NL-139	regN1b	SD	SD	SD	SD	NL-10-	regN1b	NL-117	regN1b	size4	universiteit	edu1	engineer	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N08043	sex2	1938	NL-10-	regN1b	SD	SD	SD	SD	NL-117	regN1b	NL-10-	regN1b	size1	hbo	edu1	nurse	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N08044	sex2	1983	NL-56-	regN4a	SD	SD	SD	SD	NL-25-	regN1a	NL-56-	regN4a	size1	havo	edu2	receptionist	occ4	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N08045	sex2	1942	NL-10-	regN1b	SD	SD	SD	SD	NL-25-	regN1a	NL-25-	regN1a	size1	hbo	edu1	teacher secondary education	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N08046	sex1	1944	NL-952	regN3c	SD	SD	SD	SD	NL-56-	regN4a	NL-842	regN3e	size6	universiteit	edu1	engineer	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N08047	sex2	1946	NL-313	regN1a	SD	SD	SD	SD	NL-23-	regN1a	NL-25-	regN1a	size1	hbo	edu1	office worker	occ3	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N08048	sex1	1945	NL-52-	regN4a	SD	SD	SD	SD	NL-52-	regN4a	NL-52-	regN4a	size1	hbo	edu1	steward	occ3	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N08049	sex1	1963	NL-370	regN2b	SD	SD	SD	SD	NL-660	regN2c	NL-390	regN2b	size2	universiteit	edu1	professor	occ1	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N08050	sex2	1966	NL-68-	regN2c	SD	SD	SD	SD	NL-580	regN4b	NL-68-	regN2c	size1	vwo	edu1	secretary	occ3	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N08051	sex1	1962	NL-33-	regN1a	SD	SD	SD	SD	NL-570	regN4a	NL-33-	regN1a	size1	universiteit	edu1	servicemanager	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N08052	sex2	1945	NL-313	regN1a	SD	SD	SD	SD	NL-374	regN2b	NL-25-	regN1a	size1	hbo	edu1	teacher secondary education	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N08053	sex1	1930	NL-658	regN2c	SD	SD	SD	SD	NL-658	regN2c	NL-658	regN2c	size4	mbo	edu2	consultant	occ3	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N08054	sex2	1966	NL-534	regN4a	SD	SD	SD	SD	NL-35-	regN1c	NL-534	regN4a	size2	universiteit	edu1	communication trainer	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N08055	sex2	1927	NL-636	regN4b	SD	SD	SD	SD	NL-575	regN4a	NL-636	regN4b	size6	vwo	edu1	nurse	occ3	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N08056	sex2	1980	NL-74-	regN3b	SD	SD	SD	SD	NL-118	regN1b	NL-739	regN2d	size4	vwo	edu1	operator	occ4	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N08057	sex1	1973	NL-10-	regN1b	SD	SD	SD	SD	NL-10-	regN1b	NL-12-	regN1b	size2	universiteit	edu1	archivist	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N08058	sex2	1965	NL-505	regN4a	SD	SD	SD	SD	NL-35-	regN1c	NL-512	regN4a	size5	hbo	edu1	assistant manager	occ3	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N08059	sex2	1937	NL-50-	regN4a	SD	SD	SD	SD	NL-512	regN4a	NL-50-	regN4a	size1	mavo	edu2	bookkeeper	occ3	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N08060	sex1	1937	NL-604	regN4b	SD	SD	SD	SD	NL-512	regN4a	NL-604	regN4b	size3	vbo	edu3	nurse	occ3	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N08061	sex1	1932	NL-65-	regN2c	SD	SD	SD	SD	NL-658	regN2c	NL-65-	regN2c	size1	mbo	edu2	civil servant	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N08062	sex2	1965	NL-658	regN2c	SD	SD	SD	SD	NL-537	regN4a	NL-658	regN2c	size4	hbo	edu1	administration worker	occ3	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N08063	sex1	1939	NL-430	regN2a	SD	SD	SD	SD	NL-469	regN2a	NL-430	regN2a	size4	hbo	edu1	head master	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N08064	sex2	1966	NL-370	regN2b	SD	SD	SD	SD	NL-35-	regN1c	NL-370	regN2b	size2	universiteit	edu1	research assistant	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N08065	sex2	1966	NL-30-	regN1a	SD	SD	SD	SD	NL-343	regN1c	NL-395	regN2b	size5	mbo	edu2	project assistant	occ3	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N08066	sex1	1969	NL-372	regN2b	SD	SD	SD	SD	NL-343	regN1c	NL-372	regN2b	size4	vwo	edu1	unspecified	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N08067	sex1	1976	NL-573	regN4a	SD	SD	SD	SD	NL-50-	regN4a	NL-573	regN4a	size4	universiteit	edu1	engineer	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N08068	sex1	1976	NL-56-	regN4a	SD	SD	SD	SD	NL-56-	regN4a	NL-56-	regN4a	size1	vwo	edu1	unspecified	occX	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N08069	sex2	1977	NL-56-	regN4a	SD	SD	SD	SD	NL-56-	regN4a	NL-56-	regN4a	size1	universiteit	edu1	consultant	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N08070	sex1	1983	NL-616	regN4b	SD	SD	SD	SD	NL-617	regN4b	NL-617	regN4b	size4	vwo	edu1	student	occ6	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N08071	sex1	1983	NL-612	regN4b	SD	SD	SD	SD	NL-617	regN4b	NL-617	regN4b	size4	vwo	edu1	student	occ6	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N08072	sex2	1983	NL-613	regN4b	SD	SD	SD	SD	NL-618	regN4b	NL-618	regN4b	size5	vwo	edu1	student	occ6	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N08073	sex2	1979	NL-33-	regN1a	SD	SD	SD	SD	NL-65-	regN2c	NL-33-	regN1a	size1	vwo	edu1	student	occ6	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N08074	sex1	1946	NL-30-	regN1a	SD	SD	SD	SD	NL-33-	regN1a	NL-30-	regN1a	size1	hbo	edu1	project manager	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N08075	sex2	1984	NL-33-	regN1a	SD	SD	SD	SD	NL-33-	regN1a	NL-33-	regN1a	size1	havo	edu2	operator	occ4	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N08076	sex2	1951	NL-373	regN2b	SD	SD	SD	SD	NL-840	regN3e	NL-372	regN2b	size4	hbo	edu1	teacher higher education	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N08077	sex1	1949	NL-20-	regN1b	SD	SD	SD	SD	NL-840	regN3e	PG	regZ	sizeX	hbo	edu1	department head	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N08078	sex2	1979	NL-178	regN2e	SD	SD	SD	SD	NL-97-	regN3d	NL-925	regN3e	size6	vwo	edu1	student	occ6	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N08079	sex2	1950	NL-97-	regN3d	SD	SD	SD	SD	NL-925	regN3e	NL-976	regN3c	size6	vwo	edu1	sales person	occ4	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N08080	sex2	1950	NL-450	regN2a	SD	SD	SD	SD	NL-469	regN2a	NL-470	regN4a	size2	havo	edu2	administration worker	occ3	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N08081	sex1	1946	NL-25-	regN1a	SD	SD	SD	SD	NL-925	regN3e	NL-25-	regN1a	size1	universiteit	edu1	biologist	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N08082	sex2	1952	NL-118	regN1b	SD	SD	SD	SD	NL-950	regN3d	NL-118	regN1b	size2	hbo	edu1	nurse	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N08083	sex2	1962	NL-10-	regN1b	SD	SD	SD	SD	NL-78-	regN3c	NL-345	regN1c	size5	hbo	edu1	nurse	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N08084	sex1	1971	NL-97-	regN3d	SD	SD	SD	SD	NL-950	regN3d	NL-97-	regN3d	size1	hbo	edu1	teacher secondary education	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N08085	sex2	1945	NL-660	regN2c	SD	SD	SD	SD	NL-660	regN2c	NL-660	regN2c	size3	universiteit	edu1	sales person	occ4	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N08086	sex2	1951	NL-65-	regN2c	SD	SD	SD	SD	NL-68-	regN2c	NL-65-	regN2c	size1	mbo	edu2	sales person	occ4	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N08087	sex2	1974	NL-373	regN2b	SD	SD	SD	SD	NL-372	regN2b	NL-373	regN2b	size4	universiteit	edu1	sales person	occ4	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N08088	sex1	1944	NL-97-	regN3d	SD	SD	SD	SD	NL-373	regN2b	NL-97-	regN3d	size1	hbo	edu1	project manager	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N08089	sex2	1945	NL-65-	regN2c	SD	SD	SD	SD	NL-373	regN2b	NL-688	regN2c	size3	havo	edu2	doctor's assistant	occ3	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N08090	sex1	1970	NL-469	regN2a	SD	SD	SD	SD	NL-68-	regN2c	NL-469	regN2a	size5	universiteit	edu1	musician	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N08091	sex1	1965	NL-809	regN2d	SD	SD	SD	SD	NL-35-	regN1c	DE	regZ	sizeX	universiteit	edu1	teacher university	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N08092	sex2	1950	NL-10-	regN1b	SD	SD	SD	SD	NL-194	regN1b	NL-10-	regN1b	size1	mavo	edu2	civil servant	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N08093	sex2	1973	NL-709	regN3a	SD	SD	SD	SD	NL-65-	regN2c	NL-709	regN3a	size5	universiteit	edu1	junior researcher	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N08094	sex1	1976	NL-709	regN3a	SD	SD	SD	SD	NL-68-	regN2c	NL-709	regN3a	size5	hbo	edu1	unspecified	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N08095	sex2	1975	NL-940	regN3c	SD	SD	SD	SD	NL-65-	regN2c	NL-940	regN3c	size2	universiteit	edu1	doctor	occ1	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N08096	sex2	1977	NL-456	regN2a	SD	SD	SD	SD	NL-65-	regN2c	NL-456	regN2a	size4	universiteit	edu1	doctoral student	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N08097	sex1	1978	NL-456	regN2a	SD	SD	SD	SD	NL-456	regN2a	NL-456	regN2a	size4	vwo	edu1	student	occ6	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N08098	sex2	1980	NL-456	regN2a	SD	SD	SD	SD	NL-62-	regN4b	NL-456	regN2a	size4	vwo	edu1	student	occ6	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N08099	sex1	1958	NL-280	regN1a	SD	SD	SD	SD	NL-234	regN1a	NL-335	regN1a	size3	universiteit	edu1	professor	occ1	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N08101	sex1	1960	NL-721	regN3a	SD	SD	SD	SD	NL-23-	regN1a	NL-907	regN3e	size6	universiteit	edu1	manager	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N08102	sex2	1977	NL-526	regN4a	SD	SD	SD	SD	NL-35-	regN1c	NL-526	regN4a	size4	hbo	edu1	teacher nursery school	occ3	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N08103	sex2	1943	NL-56-	regN4a	SD	SD	SD	SD	NL-526	regN4a	NL-56-	regN4a	size1	hbo	edu1	teacher secondary education	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N08104	sex1	1976	NL-794	regN3c	SD	SD	SD	SD	NL-35-	regN1c	NL-52-	regN4a	size1	universiteit	edu1	student	occ6	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N08105	sex2	1976	NL-65-	regN2c	SD	SD	SD	SD	NL-50-	regN4a	NL-536	regN4a	size6	vwo	edu1	student	occ6	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N08106	sex2	1948	NL-65-	regN2c	SD	SD	SD	SD	NL-536	regN4a	NL-65-	regN2c	size1	hbo	edu1	department head	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N08107	sex1	1974	NL-534	regN4a	SD	SD	SD	SD	NL-542	regN4a	NL-540	regN4a	size3	hbo	edu1	unspecified	occ3	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N08108	sex1	1964	NL-97-	regN3d	SD	SD	SD	SD	NL-10-	regN1b	NL-197	regN1b	size3	universiteit	edu1	translator	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N08109	sex1	1961	NL-10-	regN1b	SD	SD	SD	SD	NL-10-	regN1b	NL-194	regN1b	size3	universiteit	edu1	presenter	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N08110	sex2	1932	NL-178	regN2e	SD	SD	SD	SD	NL-199	regN1b	NL-18-	regN1b	size2	hbo	edu1	head master	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N08111	sex2	1980	NL-52-	regN4a	SD	SD	SD	SD	NL-35-	regN1c	NL-525	regN4a	size5	vwo	edu1	student	occ6	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N08112	sex1	1947	NL-608	regN4b	SD	SD	SD	SD	NL-525	regN4a	NL-608	regN4b	size6	hbo	edu1	teacher	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N08113	sex2	1949	NL-600	regN4b	SD	SD	SD	SD	NL-525	regN4a	NL-600	regN4b	size3	hbo	edu1	teacher	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N08114	sex2	1977	NL-194	regN1b	SD	SD	SD	SD	NL-196	regN1b	NL-194	regN1b	size3	universiteit	edu1	civil servant	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N08115	sex1	1955	NL-150	regN1b	SD	SD	SD	SD	NL-194	regN1b	NL-150	regN1b	size2	havo	edu2	civil servant	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N08116	sex2	1969	NL-75-	regN3b	SD	SD	SD	SD	NL-75-	regN3b	NL-75-	regN3b	size1	hbo	edu1	secretary	occ3	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N08117	sex2	1932	NL-246	regN1a	SD	SD	SD	SD	NL-479	regN4a	NL-246	regN1a	size6	hbo	edu1	unspecified	occX	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N08118	sex1	1959	NL-221	regN1a	SD	SD	SD	SD	NL-479	regN4a	NL-221	regN1a	size4	mbo	edu2	farmer	occ3	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N08119	sex2	1981	NL-222	regN1a	SD	SD	SD	SD	NL-115	regN1b	NL-222	regN1a	size3	vwo	edu1	student	occ6	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N08120	sex2	1941	NL-223	regN1a	SD	SD	SD	SD	NL-222	regN1a	NL-223	regN1a	size4	mavo	edu2	unspecified	occX	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N08121	sex1	1976	NL-97-	regN3d	SD	SD	SD	SD	NL-10-	regN1b	NL-853	regN3e	size5	vwo	edu1	student	occ6	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N08122	sex1	1939	NL-604	regN4b	SD	SD	SD	SD	NL-62-	regN4b	NL-604	regN4b	size3	hbo	edu1	journalist	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N08123	sex1	1942	NL-377	regN2d	SD	SD	SD	SD	NL-170	regN1b	NL-10-	regN1b	size1	mbo	edu2	unspecified	occ3	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N08124	sex2	1943	NL-967	regN3d	SD	SD	SD	SD	NL-97-	regN3d	NL-967	regN3d	size6	hbo	edu1	head master	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N08125	sex2	1950	NL-755	regN3b	SD	SD	SD	SD	NL-715	regN3a	NL-755	regN3b	size2	lbo	edu3	sexton	occ4	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N08126	sex2	1969	NL-755	regN3b	SD	SD	SD	SD	NL-68-	regN2c	NL-755	regN3b	size2	hbo	edu1	social worker	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N08127	sex2	1976	NL-764	regN3b	SD	SD	SD	SD	NL-755	regN3b	NL-755	regN3b	size2	mbo	edu2	assistant manager	occ3	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N08128	sex1	1942	NL-50-	regN4a	SD	SD	SD	SD	NL-12-	regN1b	NL-50-	regN4a	size1	hbo	edu1	office worker	occ3	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N08129	sex2	1942	NL-526	regN4a	SD	SD	SD	SD	NL-12-	regN1b	NL-526	regN4a	size5	hbo	edu1	teacher secondary education	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N08130	sex1	1944	NL-50-	regN4a	SD	SD	SD	SD	NL-547	regN4a	NL-50-	regN4a	size1	universiteit	edu1	teacher secondary education	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N08131	sex2	1929	NL-818	regN2d	SD	SD	SD	SD	NL-672	regN2c	NL-818	regN2d	size4	mavo	edu2	secretary	occ3	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N08132	sex2	1931	NL-818	regN2d	SD	SD	SD	SD	NL-670	regN2c	NL-818	regN2d	size4	lbo	edu3	sales person	occ4	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N08133	sex1	1929	NL-809	regN2d	SD	SD	SD	SD	NL-672	regN2c	NL-809	regN2d	size5	mbo	edu2	manager	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N08134	sex2	1938	NL-56-	regN4a	SD	SD	SD	SD	NL-566	regN4a	NL-567	regN4a	size4	mbo	edu2	teacher nursery school	occ3	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N08135	sex1	1923	NL-10-	regN1b	SD	SD	SD	SD	NL-56-	regN4a	NL-73-	regN2d	size1	hbo	edu1	designer	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N08136	sex2	1937	NL-160	regN2e	SD	SD	SD	SD	NL-658	regN2c	NL-160	regN2e	size4	mbo	edu2	housewife	occ7	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N08137	sex2	1981	NL-210	regN1b	SD	SD	SD	SD	NL-23-	regN1a	NL-211	regN1b	size5	vwo	edu1	student	occ6	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N08138	sex2	1954	NL-20-	regN1b	SD	SD	SD	SD	NL-211	regN1b	NL-210	regN1b	size3	hbo	edu1	operator	occ4	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N08139	sex1	1984	NL-210	regN1b	SD	SD	SD	SD	NL-211	regN1b	NL-211	regN1b	size5	havo	edu2	student	occ6	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N08140	sex1	1964	NL-239	regN1a	SD	SD	SD	SD	NL-23-	regN1a	NL-239	regN1a	size4	hbo	edu1	engineer	occ2	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N08141	sex1	1949	NL-238	regN1a	SD	SD	SD	SD	NL-239	regN1a	NL-238	regN1a	size5	mbo	edu2	attendent	occ4	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N08142	sex2	1969	NL-141	regN1b	SD	SD	SD	SD	NL-23-	regN1a	NL-372	regN2b	size4	vwo	edu1	operator	occ4	none
PARTICIPANT	CLS-KUN	HEADER.version1.0	1/01/2004	N08143	sex2	1979	NL-446	regN2a	SD	SD	SD	SD	NL-65-	regN2c	NL-442	regN2a	size5	vwo	edu1	student	occ6	none
